contract_id,party_a,party_b,effective_date,end_date,governing_law,amount,currency,dpa_present,contact_email,status,review_due_date,risk_level
C-114046,PartyA_68,PartyB_112,2024-06-05,2026-04-20,England & Wales,5860.57,usd,y, user14046@bad email .com ,Expired,2024-10-13,HighRisk
C-123286,PartyA_63,PartyB_191,2023-08-21,2024-06-30,New York,49568.88, xyz ,y,,Active,2023-08-20,MediumRisk
C-101557,PartyA_51,PartyB_67,2023-07-25,2023-04-10,New York,171585.93,INR,N,contact1557@example.com,Active,2024-07-12,MediumRisk
C-114987,PartyA_288,PartyB_170,2024-08-14,2024-11-25,New York,6173.12,EUR,Y,contact14987@example.com,Draft,2024-08-10,LowRisk
C-121810,PartyA_226,PartyB_272,2023-08-31,2024-12-06,England & Wales,208238.84, xyz ,n, user21810@bad email .com ,Draft,2024-03-02,MediumRisk
C-110879,PartyA_87,PartyB_113,2024-02-09,2025-04-16,Delaware,95385.94,GBP,N,contact10879@example.com,Signed,2024-04-03,LowRisk
C-123680,PartyA_83,PartyB_48,2024-05-21,2024-02-15,Delaware,112933.46,EUR, ,contact23680@example.com,Expired,2024-05-06,HighRisk
C-123006,PartyA_123,PartyB_259,2024-08-17,2026-03-08,New York,178120.12,ZAR,n,,Active,2025-05-04,MediumRisk
C-120535,PartyA_233,PartyB_259,2023-09-05,2024-02-25,England & Wales,129203.73,ZAR,Y, user20535@bad email .com ,Expired,2023-10-11,HighRisk
C-116916,PartyA_141,PartyB_11,2023-12-20,2024-01-25,England & Wales,38602.46,USD,N,contact16916@example.com,Signed,2024-04-12,LowRisk
C-107660,PartyA_28,PartyB_235,2024-07-04,2026-06-20,Nigeria,66391.89,usd,Y,,Signed,2025-03-29,MediumRisk
C-108094,PartyA_241,PartyB_137,2023-02-17,2024-05-18,England & Wales,27226.03, xyz , , user8094@bad email .com ,Expired,2023-04-20,HighRisk
C-121118,PartyA_284,PartyB_54,2023-02-03,2024-12-02,Nigeria,26306.25,EUR, , user21118@bad email .com ,Active,2023-08-11,MediumRisk
C-121864,PartyA_140,PartyB_70,2023-06-19,2023-09-15,Scotland,159322.27,USD,N,contact21864@example.com,Active,2023-12-08,LowRisk
C-118132,PartyA_218,PartyB_205,2024-05-20,2024-04-05,Scotland,127641.37,EUR, , user18132@bad email .com ,Draft,2024-05-11,MediumRisk
C-106306,PartyA_211,PartyB_254,2023-11-05,2023-12-18,Delaware,97162.27,USD,y, user6306@bad email .com ,Expired,2024-06-06,HighRisk
C-105948,PartyA_253,PartyB_204,2023-03-14,2024-10-04,Delaware,233076.54,GBP,n, user5948@bad email .com ,Draft,2023-08-11,MediumRisk
C-103949,PartyA_166,PartyB_97,2024-07-27,2026-03-18,England & Wales,244615.18,NGN,n,,Active,2025-04-23,MediumRisk
C-118597,PartyA_156,PartyB_193,2024-05-15,2024-01-18,New York,236442.36,USD,Y, user18597@bad email .com ,Draft,2024-11-21,MediumRisk
C-119421,PartyA_188,PartyB_190,2023-12-06,2024-03-11,Delaware,176709.18,INR,y,contact19421@example.com,Draft,2024-01-20,MediumRisk
C-111682,PartyA_136,PartyB_100,2024-05-27,2025-06-24,England & Wales,180022.27,usd,y, user11682@bad email .com ,Draft,2024-06-29,MediumRisk
C-110747,PartyA_89,PartyB_299,2023-09-23,2023-09-02,Delaware,214335.24, xyz ,N, user10747@bad email .com ,Draft,2023-09-14,MediumRisk
C-102157,PartyA_65,PartyB_16,2024-08-04,2026-04-28,Delaware,247561.09,usd,Y,,Active,2025-06-05,MediumRisk
C-116629,PartyA_119,PartyB_149,2023-08-05,2024-02-03,Scotland,23139.99,GBP,y, user16629@bad email .com ,Signed,2023-10-13,MediumRisk
C-122218,PartyA_261,PartyB_54,2023-07-23,2024-05-15,England & Wales,188987.76,EUR, ,,Active,2024-03-08,MediumRisk
C-101570,PartyA_95,PartyB_48,2024-05-25,2024-12-06,Delaware,184918.47,GBP,Y, user1570@bad email .com ,Draft,2024-07-04,MediumRisk
C-123972,PartyA_176,PartyB_296,2023-11-08,2024-05-17,Delaware,180956.09,usd, ,contact23972@example.com,Active,2023-11-17,MediumRisk
C-117896,PartyA_48,PartyB_294,2023-09-24,2024-12-25,Delaware,180524.14,GBP,y,,Active,2023-12-27,MediumRisk
C-105885,PartyA_1,PartyB_232,2023-03-14,2022-11-18,Nigeria,35069.56,NGN, ,,Signed,2023-03-21,HighRisk
C-105507,PartyA_223,PartyB_80,2024-01-27,2025-08-25,New York,60321.43, xyz ,N, user5507@bad email .com ,Draft,2024-04-01,MediumRisk
C-118187,PartyA_216,PartyB_278,2023-03-03,2023-06-04,England & Wales,94979.18,ZAR,N,contact18187@example.com,Draft,2024-03-02,MediumRisk
C-116759,PartyA_54,PartyB_239,2023-03-29,2023-06-16,Scotland,175892.57,INR,Y,,Expired,2023-09-24,HighRisk
C-119144,PartyA_59,PartyB_213,2024-04-15,2025-07-22,Scotland,81341.52,USD,N,contact19144@example.com,Draft,2024-04-03,LowRisk
C-102814,PartyA_81,PartyB_220,2024-07-04,2026-03-01,Delaware,114881.15,EUR,Y, user2814@bad email .com ,Signed,2025-01-17,MediumRisk
C-106271,PartyA_195,PartyB_56,2023-02-06,2022-12-05,England & Wales,153218.22,GBP, , user6271@bad email .com ,Expired,2023-11-13,HighRisk
C-101697,PartyA_175,PartyB_208,2024-06-29,2026-03-28,Scotland,144437.25,usd,N, user1697@bad email .com ,Active,2024-08-22,MediumRisk
C-106836,PartyA_164,PartyB_8,2023-01-19,2023-01-30,Scotland,154960.68,ZAR, ,,Expired,2023-10-07,HighRisk
C-111288,PartyA_233,PartyB_91,2024-02-12,2024-05-04,Delaware,128541.41,INR,N,contact11288@example.com,Signed,2024-02-27,MediumRisk
C-123060,PartyA_246,PartyB_191,2023-12-02,2023-08-24,Scotland,60727.78, xyz ,Y,,Signed,2024-05-26,MediumRisk
C-105751,PartyA_79,PartyB_199,2023-06-16,2023-05-30,Delaware,99765.66,INR,y,,Active,2024-03-17,MediumRisk
C-121090,PartyA_8,PartyB_95,2024-04-05,2024-10-07,Scotland,237263.7,USD,y,,Signed,2024-04-26,MediumRisk
C-117365,PartyA_218,PartyB_135,2024-06-01,2025-04-23,Nigeria,233981.07,usd, ,,Expired,2024-09-06,HighRisk
C-112050,PartyA_73,PartyB_49,2024-04-21,2024-06-27,Delaware,231123.5,GBP,y,,Signed,2024-04-05,MediumRisk
C-101066,PartyA_194,PartyB_56,2024-08-14,2026-05-14,England & Wales,174255.72,INR,N, user1066@bad email .com ,Expired,2024-12-02,HighRisk
C-101989,PartyA_173,PartyB_82,2024-07-26,2025-12-12,Scotland,236135.69,usd,y, user1989@bad email .com ,Signed,2024-10-05,MediumRisk
C-115800,PartyA_250,PartyB_168,2023-06-19,2025-02-08,New York,140370.28,USD, ,contact15800@example.com,Draft,2024-04-12,MediumRisk
C-118599,PartyA_128,PartyB_211,2024-02-28,2023-12-08,Nigeria,91538.34,USD, ,,Signed,2024-11-29,MediumRisk
C-109547,PartyA_271,PartyB_141,2023-07-08,2024-02-07,New York,154445.23,USD,y, user9547@bad email .com ,Draft,2023-07-08,MediumRisk
C-119905,PartyA_5,PartyB_79,2024-08-18,2026-03-07,Delaware,170640.8,EUR,n, user19905@bad email .com ,Draft,2024-08-24,MediumRisk
C-123601,PartyA_110,PartyB_77,2023-02-24,2024-08-03,Delaware,117267.85,EUR,N,contact23601@example.com,Active,2023-02-07,LowRisk
C-102439,PartyA_197,PartyB_242,2024-08-20,2025-07-09,Delaware,199477.15, xyz ,N,contact2439@example.com,Draft,2025-07-19,MediumRisk
C-114048,PartyA_164,PartyB_264,2024-07-16,2025-11-13,Delaware,197390.19,EUR,N,contact14048@example.com,Signed,2025-01-15,LowRisk
C-113175,PartyA_205,PartyB_292,2023-05-09,2024-11-11,New York,119973.91,NGN,y, user13175@bad email .com ,Active,2023-11-14,MediumRisk
C-111491,PartyA_180,PartyB_289,2024-04-21,2025-05-11,Delaware,15718.83,GBP,y,contact11491@example.com,Draft,2024-08-15,LowRisk
C-119739,PartyA_86,PartyB_270,2023-11-09,2023-07-29,Delaware,170067.17,INR,y, user19739@bad email .com ,Signed,2024-03-11,MediumRisk
C-107713,PartyA_255,PartyB_225,2024-08-16,2026-02-17,New York,148202.04,INR,y,,Active,2024-11-23,MediumRisk
C-103379,PartyA_11,PartyB_92,2023-05-31,2025-04-11,England & Wales,14367.75,ZAR,Y,,Active,2024-03-17,MediumRisk
C-122770,PartyA_150,PartyB_281,2024-08-07,2025-08-16,New York,228141.91,usd,n,,Expired,2024-12-29,HighRisk
C-124430,PartyA_53,PartyB_31,2024-05-29,2024-08-06,Delaware,37548.42,GBP,N,,Draft,2024-06-29,MediumRisk
C-102782,PartyA_295,PartyB_238,2023-09-23,2023-10-03,England & Wales,176190.78,ZAR,N,contact2782@example.com,Draft,2024-09-08,MediumRisk
C-106232,PartyA_22,PartyB_90,2023-09-16,2024-03-01,Delaware,236417.7,NGN,N,,Draft,2024-02-23,MediumRisk
C-124645,PartyA_243,PartyB_124,2023-05-27,2024-05-31,England & Wales,191411.26,ZAR,n, user24645@bad email .com ,Draft,2023-08-13,MediumRisk
C-107563,PartyA_148,PartyB_299,2024-07-25,2024-11-01,England & Wales,242624.98,ZAR,n,,Signed,2024-07-31,MediumRisk
C-114652,PartyA_235,PartyB_7,2023-12-18,2023-10-13,England & Wales,241299.57,INR,y, user14652@bad email .com ,Active,2024-09-07,MediumRisk
C-113677,PartyA_254,PartyB_65,2023-01-01,2024-09-20,New York,71914.74,NGN,y,,Active,2022-12-29,MediumRisk
C-103934,PartyA_241,PartyB_106,2024-01-30,2024-01-06,England & Wales,195169.01,NGN,y,contact3934@example.com,Draft,2024-07-23,MediumRisk
C-112770,PartyA_245,PartyB_117,2023-11-17,2025-07-18,England & Wales,165107.48,GBP,N,,Active,2024-07-30,MediumRisk
C-109057,PartyA_266,PartyB_21,2023-05-22,2023-03-23,New York,33199.68,usd,N,,Draft,2023-04-28,MediumRisk
C-102039,PartyA_205,PartyB_274,2024-05-24,2024-07-25,New York,183871.64,USD,n,contact2039@example.com,Draft,2024-11-06,LowRisk
C-120204,PartyA_12,PartyB_65,2023-01-17,2023-11-26,Nigeria,127329.66,USD,N,,Active,2023-03-09,MediumRisk
C-102360,PartyA_188,PartyB_110,2023-09-09,2025-01-05,New York,82272.92,ZAR,Y, user2360@bad email .com ,Draft,2023-09-28,MediumRisk
C-122130,PartyA_158,PartyB_82,2023-02-19,2025-02-03,Delaware,183275.25,NGN, ,contact22130@example.com,Active,2023-09-09,MediumRisk
C-115137,PartyA_19,PartyB_17,2023-02-08,2024-02-28,Delaware,230145.7,NGN, ,contact15137@example.com,Draft,2023-09-14,MediumRisk
C-116501,PartyA_26,PartyB_158,2023-03-26,2024-04-20,Scotland,241092.07,INR,y,contact16501@example.com,Active,2023-09-07,MediumRisk
C-112210,PartyA_229,PartyB_49,2023-01-01,2022-11-24,Nigeria,197750.69,NGN,Y, user12210@bad email .com ,Active,2023-04-07,MediumRisk
C-105567,PartyA_131,PartyB_211,2023-11-18,2024-10-04,New York,224435.0,usd,n, user5567@bad email .com ,Signed,2024-08-28,MediumRisk
C-101964,PartyA_206,PartyB_153,2024-03-06,2025-06-03,New York,116602.54,ZAR, , user1964@bad email .com ,Signed,2024-11-24,HighRisk
C-115165,PartyA_53,PartyB_195,2023-01-28,2024-06-09,Scotland,230533.82,ZAR,Y,,Expired,2023-04-30,HighRisk
C-118567,PartyA_86,PartyB_68,2024-04-28,2024-03-27,New York,115187.85,USD,y,,Signed,2025-01-08,MediumRisk
C-105015,PartyA_145,PartyB_177,2023-10-06,2023-07-28,New York,57446.92,USD,n, user5015@bad email .com ,Draft,2024-04-18,MediumRisk
C-109722,PartyA_202,PartyB_99,2023-03-30,2024-06-23,England & Wales,125184.37, xyz ,n,contact9722@example.com,Signed,2023-06-03,MediumRisk
C-114951,PartyA_215,PartyB_170,2023-12-02,2023-12-04,Scotland,191303.31,ZAR,y,contact14951@example.com,Signed,2024-04-30,MediumRisk
C-111266,PartyA_263,PartyB_229,2023-09-14,2024-07-09,Scotland,68224.28, xyz , ,,Signed,2023-12-11,HighRisk
C-118664,PartyA_290,PartyB_115,2023-12-17,2024-11-02,Nigeria,7687.92,INR,n,,Active,2023-12-23,MediumRisk
C-106669,PartyA_165,PartyB_288,2024-03-12,2026-01-18,Scotland,8001.9,EUR,Y,contact6669@example.com,Draft,2024-09-17,LowRisk
C-116208,PartyA_148,PartyB_226,2024-04-22,2025-12-07,New York,38028.43,NGN,N,,Expired,2025-04-16,HighRisk
C-113530,PartyA_1,PartyB_211,2023-07-15,2025-06-15,Delaware,166076.39,EUR, ,,Signed,2024-01-11,MediumRisk
C-107885,PartyA_234,PartyB_99,2023-03-08,2022-12-04,Delaware,183636.35,ZAR, ,,Draft,2023-12-11,HighRisk
C-109140,PartyA_294,PartyB_147,2023-11-15,2024-10-23,Delaware,27515.65,usd,n,,Signed,2024-11-10,MediumRisk
C-119824,PartyA_111,PartyB_93,2023-04-20,2024-08-28,Nigeria,1136.59,INR,n, user19824@bad email .com ,Expired,2023-08-05,HighRisk
C-105673,PartyA_157,PartyB_281,2024-08-17,2025-03-28,New York,30280.51,NGN,n,contact5673@example.com,Signed,2024-09-17,MediumRisk
C-109070,PartyA_177,PartyB_25,2024-05-15,2024-11-01,England & Wales,177101.75,GBP, ,contact9070@example.com,Signed,2024-09-15,MediumRisk
C-111808,PartyA_24,PartyB_247,2024-01-30,2025-09-25,Scotland,60699.58,ZAR,y, user11808@bad email .com ,Signed,2024-04-14,MediumRisk
C-105288,PartyA_177,PartyB_263,2023-07-20,2024-09-11,New York,112080.83,NGN, , user5288@bad email .com ,Expired,2023-08-21,HighRisk
C-122552,PartyA_270,PartyB_235,2023-05-13,2023-09-30,Delaware,243024.83,INR, , user22552@bad email .com ,Active,2023-04-30,HighRisk
C-119602,PartyA_283,PartyB_63,2024-08-17,2026-01-26,Delaware,62562.53,ZAR,N,,Signed,2024-12-24,MediumRisk
C-103287,PartyA_55,PartyB_16,2023-01-01,2024-10-26,Scotland,215789.11,INR,n,contact3287@example.com,Active,2023-01-06,MediumRisk
C-110144,PartyA_252,PartyB_114,2023-04-06,2023-09-11,Nigeria,216301.12,GBP,n,contact10144@example.com,Expired,2023-03-24,MediumRisk
C-106936,PartyA_283,PartyB_212,2024-05-22,2025-08-26,England & Wales,63284.44,ZAR,Y, user6936@bad email .com ,Draft,2024-11-21,MediumRisk
C-116808,PartyA_78,PartyB_90,2023-06-15,2024-12-30,Nigeria,152121.13,usd,n, user16808@bad email .com ,Signed,2023-07-06,MediumRisk
C-121480,PartyA_228,PartyB_90,2024-02-11,2025-11-15,Delaware,120136.98,NGN,n, user21480@bad email .com ,Expired,2024-09-19,HighRisk
C-112292,PartyA_138,PartyB_258,2023-10-14,2025-03-29,Delaware,77278.84,USD,Y,,Signed,2024-01-25,MediumRisk
C-115825,PartyA_166,PartyB_299,2023-04-27,2024-05-24,New York,66282.7,usd,y, user15825@bad email .com ,Active,2023-04-06,MediumRisk
C-113075,PartyA_202,PartyB_198,2024-05-12,2025-08-02,Scotland,64167.6,EUR,y,contact13075@example.com,Active,2025-01-29,LowRisk
C-116893,PartyA_75,PartyB_68,2024-07-01,2025-08-08,New York,178212.54,usd,Y,,Draft,2025-01-10,MediumRisk
C-111020,PartyA_102,PartyB_228,2023-07-05,2024-07-07,Nigeria,17201.71,usd,n,contact11020@example.com,Draft,2024-01-02,MediumRisk
C-100083,PartyA_148,PartyB_225,2024-05-25,2025-10-27,Nigeria,111068.2,NGN,y,contact83@example.com,Expired,2025-04-17,HighRisk
C-123434,PartyA_52,PartyB_251,2023-01-02,2024-07-07,England & Wales,228348.3,NGN,Y, user23434@bad email .com ,Draft,2023-07-10,MediumRisk
C-107775,PartyA_142,PartyB_189,2023-12-20,2024-06-11,England & Wales,223400.94,ZAR,n,contact7775@example.com,Signed,2024-05-01,MediumRisk
C-119489,PartyA_191,PartyB_43,2024-05-26,2024-03-04,England & Wales,170858.08,EUR,y,contact19489@example.com,Draft,2025-02-02,LowRisk
C-114007,PartyA_190,PartyB_299,2024-02-15,2024-10-26,Scotland,119789.82, xyz ,N,,Expired,2024-10-03,HighRisk
C-105191,PartyA_190,PartyB_33,2024-04-04,2025-09-18,Scotland,91708.26, xyz , , user5191@bad email .com ,Active,2024-03-24,HighRisk
C-114690,PartyA_195,PartyB_168,2023-01-08,2023-11-04,Nigeria,138194.05,usd,y,,Active,2023-02-03,MediumRisk
C-101253,PartyA_291,PartyB_157,2023-10-23,2023-07-21,Delaware,56034.36,INR,y, user1253@bad email .com ,Expired,2024-05-23,HighRisk
C-104900,PartyA_141,PartyB_8,2024-07-18,2024-06-07,Delaware,201141.53,GBP, , user4900@bad email .com ,Active,2024-11-28,MediumRisk
C-114107,PartyA_188,PartyB_29,2023-06-11,2024-07-22,New York,57859.83,INR,Y,,Expired,2023-08-13,HighRisk
C-118578,PartyA_31,PartyB_107,2023-03-15,2024-07-10,Delaware,61139.11,usd,N, user18578@bad email .com ,Draft,2023-07-04,MediumRisk
C-114428,PartyA_80,PartyB_21,2023-02-03,2023-08-07,England & Wales,205434.66,usd,y,,Expired,2023-10-18,HighRisk
C-110469,PartyA_277,PartyB_239,2024-02-02,2024-11-01,Delaware,40943.39, xyz ,N,contact10469@example.com,Draft,2024-07-21,MediumRisk
C-116255,PartyA_126,PartyB_134,2023-07-09,2024-06-25,Nigeria,87882.75,GBP,N,contact16255@example.com,Active,2024-01-28,LowRisk
C-102046,PartyA_136,PartyB_149,2024-08-18,2025-10-21,Nigeria,202298.39,usd,y,contact2046@example.com,Active,2024-12-27,MediumRisk
C-107826,PartyA_159,PartyB_174,2024-02-23,2025-11-17,Delaware,159839.73,NGN,y, user7826@bad email .com ,Signed,2024-02-11,MediumRisk
C-112165,PartyA_193,PartyB_224,2024-02-07,2025-04-27,England & Wales,102511.91,usd, ,contact12165@example.com,Signed,2024-08-12,MediumRisk
C-118053,PartyA_86,PartyB_197,2024-06-01,2026-02-21,England & Wales,43255.15,GBP,n,contact18053@example.com,Expired,2024-12-15,MediumRisk
C-121453,PartyA_46,PartyB_148,2024-03-22,2025-02-27,Delaware,140295.04,INR,n,contact21453@example.com,Active,2024-05-27,MediumRisk
C-115287,PartyA_129,PartyB_203,2024-01-25,2024-06-15,New York,216317.37,usd,y,,Expired,2024-06-21,HighRisk
C-120841,PartyA_168,PartyB_238,2024-06-03,2024-12-04,New York,213072.44,INR,y,contact20841@example.com,Expired,2024-12-31,HighRisk
C-114012,PartyA_249,PartyB_164,2023-02-14,2023-02-09,England & Wales,109796.92,NGN,y,contact14012@example.com,Active,2023-01-19,MediumRisk
C-121280,PartyA_123,PartyB_189,2023-02-05,2023-05-20,Nigeria,38748.92,ZAR,n,contact21280@example.com,Expired,2024-01-30,HighRisk
C-106123,PartyA_199,PartyB_294,2023-11-28,2024-06-25,Nigeria,66044.5,INR, ,,Active,2023-11-23,HighRisk
C-113950,PartyA_29,PartyB_25,2023-08-03,2023-09-16,New York,15185.03,ZAR,n, user13950@bad email .com ,Draft,2023-09-30,MediumRisk
C-119713,PartyA_223,PartyB_146,2023-05-25,2024-12-10,Nigeria,36106.76,EUR, ,contact19713@example.com,Expired,2023-10-04,HighRisk
C-122170,PartyA_122,PartyB_237,2024-07-19,2025-05-10,Delaware,142004.34,GBP,y,,Draft,2025-02-15,MediumRisk
C-118244,PartyA_118,PartyB_156,2024-05-30,2024-07-24,Nigeria,105245.09,ZAR,n, user18244@bad email .com ,Expired,2025-01-06,HighRisk
C-104116,PartyA_242,PartyB_37,2023-03-05,2024-04-10,New York,226279.69,USD,Y,,Expired,2023-04-21,HighRisk
C-103059,PartyA_93,PartyB_24,2023-11-13,2023-11-27,Delaware,45344.63,INR,y,contact3059@example.com,Draft,2024-03-28,MediumRisk
C-124647,PartyA_58,PartyB_191,2023-10-14,2024-05-19,New York,74697.74, xyz ,n, user24647@bad email .com ,Signed,2024-07-13,MediumRisk
C-108103,PartyA_80,PartyB_128,2024-03-17,2024-06-17,England & Wales,75883.53,INR,y,,Active,2025-01-31,MediumRisk
C-105031,PartyA_163,PartyB_46,2023-02-21,2024-04-01,Nigeria,39082.08,USD,Y,contact5031@example.com,Expired,2024-02-13,MediumRisk
C-122900,PartyA_128,PartyB_160,2023-03-23,2024-10-12,Nigeria,89128.93,INR,y,,Expired,2024-01-02,HighRisk
C-110790,PartyA_51,PartyB_109,2024-07-09,2025-05-12,Delaware,28382.24, xyz ,Y, user10790@bad email .com ,Expired,2024-08-16,HighRisk
C-108688,PartyA_46,PartyB_233,2023-11-13,2025-04-07,Nigeria,208552.86,USD, ,,Expired,2024-02-19,HighRisk
C-103579,PartyA_39,PartyB_159,2024-02-16,2025-08-14,Scotland,146181.34,GBP,y,contact3579@example.com,Expired,2024-05-31,MediumRisk
C-108485,PartyA_298,PartyB_23,2023-04-05,2024-07-14,Nigeria,2024.25,ZAR,n,contact8485@example.com,Draft,2023-09-03,MediumRisk
C-106741,PartyA_290,PartyB_29,2023-12-06,2023-10-08,England & Wales,247149.17,usd,n,contact6741@example.com,Expired,2024-09-02,HighRisk
C-123187,PartyA_292,PartyB_21,2024-04-27,2025-07-20,New York,116072.03,NGN,N, user23187@bad email .com ,Expired,2024-12-06,HighRisk
C-112826,PartyA_70,PartyB_159,2023-12-25,2024-09-21,Nigeria,23300.27,GBP,n,,Signed,2024-07-04,MediumRisk
C-113906,PartyA_39,PartyB_104,2024-05-18,2026-03-15,England & Wales,226569.09,INR,Y, user13906@bad email .com ,Draft,2024-08-27,MediumRisk
C-109315,PartyA_187,PartyB_21,2023-02-15,2023-03-24,Nigeria,160012.45,NGN,y,contact9315@example.com,Expired,2023-11-25,HighRisk
C-118558,PartyA_3,PartyB_244,2023-06-16,2024-09-11,England & Wales,109407.52,GBP,y,contact18558@example.com,Signed,2024-01-05,LowRisk
C-117970,PartyA_220,PartyB_7,2023-12-03,2024-02-17,Nigeria,245855.11,INR,N,contact17970@example.com,Draft,2024-05-27,MediumRisk
C-118436,PartyA_174,PartyB_267,2024-08-09,2024-11-08,Delaware,209924.97,ZAR,Y,,Draft,2025-04-18,MediumRisk
C-124750,PartyA_73,PartyB_190,2023-10-05,2023-12-14,Scotland,170134.61,ZAR,n,contact24750@example.com,Draft,2024-09-25,MediumRisk
C-121215,PartyA_126,PartyB_30,2023-05-10,2024-01-17,Delaware,140197.11,INR,Y,contact21215@example.com,Active,2024-03-04,MediumRisk
C-109623,PartyA_273,PartyB_74,2024-06-06,2026-02-10,England & Wales,99470.17,NGN,y,,Draft,2025-05-28,MediumRisk
C-113470,PartyA_61,PartyB_274,2023-10-01,2025-06-26,Scotland,84454.75,INR,N,contact13470@example.com,Active,2023-11-22,MediumRisk
C-103984,PartyA_201,PartyB_182,2024-03-19,2024-12-02,England & Wales,104896.0,INR,n,,Signed,2024-10-26,MediumRisk
C-104752,PartyA_84,PartyB_216,2024-01-21,2023-11-18,New York,33086.2,EUR,y,contact4752@example.com,Signed,2024-01-26,LowRisk
C-117655,PartyA_84,PartyB_28,2024-05-11,2025-02-07,Scotland,169577.33,GBP,y, user17655@bad email .com ,Signed,2024-12-14,MediumRisk
C-113410,PartyA_194,PartyB_25,2024-08-23,2026-02-14,Scotland,150316.72,GBP,y,contact13410@example.com,Active,2024-09-13,LowRisk
C-124463,PartyA_143,PartyB_230,2023-07-29,2025-05-20,Delaware,61368.37,usd,N,,Draft,2023-09-28,MediumRisk
C-102089,PartyA_294,PartyB_243,2023-05-05,2023-05-09,Scotland,144342.64,EUR,Y,,Expired,2023-09-09,HighRisk
C-116443,PartyA_159,PartyB_45,2023-02-07,2023-04-05,Scotland,99968.92,GBP,n,contact16443@example.com,Draft,2023-02-02,LowRisk
C-107683,PartyA_5,PartyB_232,2024-02-18,2025-10-09,Nigeria,59771.77,GBP,y,contact7683@example.com,Expired,2024-08-06,MediumRisk
C-107653,PartyA_93,PartyB_6,2023-11-27,2024-07-01,Nigeria,147901.51,INR,N,,Signed,2024-11-24,MediumRisk
C-118229,PartyA_232,PartyB_147,2023-11-06,2023-10-14,Delaware,81463.28,NGN,n,contact18229@example.com,Expired,2024-05-15,HighRisk
C-106015,PartyA_9,PartyB_112,2024-03-06,2025-08-09,England & Wales,74478.49,NGN,N,contact6015@example.com,Draft,2024-02-27,MediumRisk
C-124464,PartyA_6,PartyB_188,2023-05-20,2024-06-03,Nigeria,23003.7,NGN,y,,Signed,2024-02-07,MediumRisk
C-106647,PartyA_140,PartyB_66,2024-07-09,2024-06-07,England & Wales,103357.29,NGN,y,contact6647@example.com,Expired,2024-07-01,HighRisk
C-120592,PartyA_35,PartyB_34,2024-08-04,2025-02-26,Nigeria,249228.07,GBP,Y, user20592@bad email .com ,Active,2025-03-14,MediumRisk
C-110205,PartyA_92,PartyB_220,2023-08-26,2023-08-09,New York,107339.37,usd,y,,Active,2023-08-10,MediumRisk
C-104471,PartyA_10,PartyB_36,2024-07-20,2025-10-23,England & Wales,26627.68,INR,N,,Active,2025-02-10,MediumRisk
C-114361,PartyA_274,PartyB_15,2023-09-28,2024-08-23,England & Wales,72790.15,INR,N, user14361@bad email .com ,Draft,2024-05-30,MediumRisk
